Activity ID,Activity Name,Planned Duration,Planned Labor Units,Remaining Labor Units,Start,Finish,Activity % Complete,Planned Total Cost,BL1 Start,BL1 Finish,Planned Nonlabor Units,Total Float
          CM_MS_2030,Deliver Magnetic Shielding - Lot #01J,1.0d,0.0h,0.0h,04-08-21,04-08-21,0%,$0 ,,,0.0h,290.0d
          CM_MS_2035,Accept Magnetic Shielding - Lot #01J,1.0d,0.0h,0.0h,04-12-21,04-12-21,0%,"$36,635 ",,,36635.0h,290.0d
        L2HE - BL - 2021-10.1.02.05.09.05  Cold Mass and Components,,229.0d,54.0h,54.0h,02-02-21,12-29-21,,"$156,738 ",,,156737.6h,602.0d
          CM_CMA_4110,Deliver Upper Cold Mass - J01,32.0d,0.0h,0.0h,02-02-21,03-18-21,0%,$0 ,,,0.0h,303.0d
          CM_CMA_2021,RCV Cold Mass Components- F01,25.0d,0.0h,0.0h,02-11-21,03-18-21,0%,$0 ,,,0.0h,361.0d
          CM_CMA_2022,Inspect Cold Mass Components- F01,30.0d,16.0h,16.0h,02-11-21,03-25-21,0%,$0 ,,,0.0h,361.0d
          CM_CMA_2023,Accept Cold Mass Components- F01,39.0d,0.0h,0.0h,02-11-21,04-07-21,0%,$0 ,,,0.0h,361.0d
          CM_CMA_2030,Deliver Cold Mass Components - J01,10.0d,0.0h,0.0h,03-09-21,03-22-21,0%,"$38,207 ",,,38207.0h,101.0d
          CM_CMA_4150,Deliver Upper Cold Mass - F01,10.0d,0.0h,0.0h,03-19-21,04-01-21,0%,$0 ,,,0.0h,358.0d
          CM_CMA_4111,Accept - Upper Cold Mass - J01,1.0d,0.0h,0.0h,03-22-21,03-22-21,0%,"$94,930 ",,,94930.0h,797.0d
          CM_CMA_7230,Inspect - Cold Mass Components - J01 (Jan BCR),29.0d,8.0h,8.0h,03-23-21,04-30-21,0%,$0 ,,,0.0h,101.0d
          CM_CMA_4160,RCV - Upper Cold Mass - F01,1.0d,0.0h,0.0h,04-02-21,04-02-21,0%,$0 ,,,0.0h,358.0d
          CM_CMA_4170,Inspect - Upper Cold Mass - F01,5.0d,0.0h,0.0h,04-05-21,04-09-21,0%,$0 ,,,0.0h,358.0d
          CM_CMA_6000,Deliver Instrumentation Flanges - J01,10.0d,0.0h,0.0h,04-06-21,04-19-21,0%,"$9,594 ",,,9593.6h,281.0d
          CM_CMA_5000,Deliver Thermal Straps - J01,10.0d,0.0h,0.0h,04-06-21,04-19-21,0%,"$12,802 ",,,12802.0h,281.0d
          CM_CMA_4180,Accept - Upper Cold Mass - F01,1.0d,0.0h,0.0h,04-12-21,04-12-21,0%,$0 ,,,0.0h,358.0d
          CM_CMA_6020,Deliver Instrumentation Flanges - F01,10.0d,0.0h,0.0h,04-20-21,05-03-21,0%,$0 ,,,0.0h,336.0d
          CM_CMA_5020,Deliver Thermal Straps - F01,10.0d,0.0h,0.0h,04-20-21,05-03-21,0%,$0 ,,,0.0h,301.0d
          CM_CMA_7400,Accept - Cold Mass Components J1 (Jan BCR),10.0d,0.0h,0.0h,05-03-21,05-14-21,0%,"$1,205 ",,,1205.0h,101.0d
          CM_CMA_6025,RCV - Instrumentation Flanges - F01,1.0d,0.0h,0.0h,05-04-21,05-04-21,0%,$0 ,,,0.0h,336.0d
          CM_CMA_5025,RCV - Thermal Straps - F01,1.0d,0.0h,0.0h,05-04-21,05-04-21,0%,$0 ,,,0.0h,337.0d
          CM_CMA_6030,Inspect - Instrumentation Flanges - F01,5.0d,0.0h,0.0h,05-05-21,05-11-21,0%,$0 ,,,0.0h,336.0d
          CM_CMA_5030,Inspect - Thermal Straps - F01,5.0d,0.0h,0.0h,05-05-21,05-11-21,0%,$0 ,,,0.0h,337.0d
          CM_CMA_6035,Accept - Instrumentation Flanges - F01,1.0d,0.0h,0.0h,05-12-21,05-12-21,0%,$0 ,,,0.0h,336.0d
          CM_CMA_5035,Accept - Thermal Straps - F01,0.0d,0.0h,0.0h,05-12-21,05-12-21,0%,$0 ,,,0.0h,337.0d
          CM_CMA_7090,Kit WS2 WS3 Hardware  - J01,156.0d,30.0h,30.0h,05-17-21,12-29-21,0%,$0 ,,,0.0h,101.0d
        L2HE - BL - 2021-10.1.02.05.09.06  Vacuum Vessel and Components,,368.0d,52.0h,52.0h,11-03-20,04-25-22,,"$130,461 ",,,130460.7h,522.0d
          CM_VV_6020,Milestone Payment Support Post Caps and Inst Tees 1.02,1.0d,0.0h,0.0h,11-03-20,11-03-20,0%,"$3,017 ",,,3017.0h,545.0d
          CM_VV_5020,Deliver Support Post Caps and Inst Tees - F01,20.0d,0.0h,0.0h,01-25-21,02-22-21,0%,$0 ,,,0.0h,426.0d
          CM_VV_5000,Deliver Support Post Caps and Inst Tees - J01,1.0d,0.0h,0.0h,01-25-21,01-25-21,0%,"$9,050 ",,,9050.0h,445.0d
          CM_VV_4005,Deliver Vacuum Vessel Unit - J01,32.0d,0.0h,0.0h,02-02-21,03-18-21,0%,$0 ,,,0.0h,388.0d
          CM_VV_3030_D,RCV Vacuum Vessel Components- F01,25.0d,0.0h,0.0h,02-11-21,03-18-21,0%,$0 ,,,0.0h,400.0d
          CM_VV_3040_D,Inspect Vacuum Vessel Components- F01,30.0d,6.0h,6.0h,02-11-21,03-25-21,0%,$0 ,,,0.0h,400.0d
          CM_VV_3050_D,Accept Vacuum Vessel Components- F01,40.0d,0.0h,0.0h,02-11-21,04-08-21,0%,$0 ,,,0.0h,400.0d
          CM_VV_5025,RCV - Support Post Caps and Inst Tees- F01,1.0d,0.0h,0.0h,02-23-21,02-23-21,0%,$0 ,,,0.0h,426.0d
          CM_VV_5030,Inspect - Support Post Caps and Inst Tees - F01,5.0d,6.0h,6.0h,02-24-21,03-02-21,0%,$0 ,,,0.0h,426.0d
          CM_VV_5035,Accept - Support Post Caps and Inst Tees - F01,1.0d,0.0h,0.0h,03-03-21,03-03-21,0%,$0 ,,,0.0h,426.0d
          CM_VV_2030,Deliver Vacuum Vessel Components - J01,20.0d,0.0h,0.0h,03-17-21,04-13-21,0%,"$18,262 ",,,18261.7h,126.0d
          CM_VV_4025,Deliver Vacuum Vessel Unit - F01,20.0d,0.0h,0.0h,03-19-21,04-15-21,0%,$0 ,,,0.0h,388.0d
          CM_VV_4006,Accept - Vacuum Vessel Unit - J01,1.0d,0.0h,0.0h,03-22-21,03-22-21,0%,"$97,640 ",,,97640.0h,797.0d
          CM_VV_7300,RCV Vacuum Vessel Components- J01 (Jan BCR),40.0d,0.0h,0.0h,04-14-21,06-09-21,0%,$0 ,,,0.0h,126.0d
          CM_VV_4030,RCV - Vacuum Vessel Unit- F01,1.0d,0.0h,0.0h,04-16-21,04-16-21,0%,$0 ,,,0.0h,388.0d
          CM_VV_4035,Inspect - Vacuum Vessel Unit - F01,5.0d,0.0h,0.0h,04-19-21,04-23-21,0%,$0 ,,,0.0h,388.0d
          CM_VV_4040,Accept - Vacuum Vessel Unit - F01,1.0d,0.0h,0.0h,04-26-21,04-26-21,0%,$0 ,,,0.0h,388.0d
          CM_VV_7310,Accept Vacuum Vessel Components- J01 (Jan BCR),1.0d,0.0h,0.0h,06-10-21,06-10-21,0%,"$2,492 ",,,2492.0h,344.0d
          CM_VV_7089,Inspect Vacuum Vessel Components- J01,30.0d,8.0h,8.0h,06-10-21,07-22-21,0%,$0 ,,,0.0h,126.0d
          CM_VV_7090,Kit WS4 WS5 Hardware  - J01,189.0d,32.0h,32.0h,07-23-21,04-25-22,0%,$0 ,,,0.0h,126.0d
        L2HE - BL - 2021-10.1.02.05.09.07  Instrumentation,,230.0d,883.0h,883.0h,10-01-20,08-31-21,,"$56,156 ",,,56156.0h,683.0d
          CM_IN_6000,Subassemble Instrumentation- F01,188.0d,547.0h,547.0h,10-01-20,07-01-21,0%,$0 ,,,0.0h,190.0d
          CM_IN_6055,Subassemble Instrumentation- J01,230.0d,276.0h,276.0h,10-01-20,08-31-21,0%,$0 ,,,0.0h,190.0d
          CM_IN_6465,RCV - Fluxgates (669351) Instrumentation - J01,82.0d,0.0h,0.0h,12-01-20,03-31-21,0%,$0 ,,,0.0h,304.0d
          CM_IN_6485,Accept - Fluxgates (669351) Instrumentation - J01,82.0d,0.0h,0.0h,12-01-20,03-31-21,0%,"$9,313 ",,,9313.0h,790.0d
          CM_IN_6495,Deliver Temp Sensors (669968) Instrumentation- 01,21.0d,0.0h,0.0h,12-01-20,12-31-20,0%,$0 ,,,0.0h,445.0d
          CM_IN_6505,RCV - Temp Sensors (669968) Instrumentation- 01,21.0d,0.0h,0.0h,12-01-20,12-31-20,0%,$0 ,,,0.0h,445.0d
          CM_IN_6515,Inspect - Temp Sensors (669968) Instrumentation- 01,21.0d,0.0h,0.0h,12-01-20,12-31-20,0%,$0 ,,,0.0h,445.0d
          CM_IN_6525,Accept - Temp Sensors (669968) Instrumentation- 01,21.0d,0.0h,0.0h,12-01-20,12-31-20,0%,"$25,392 ",,,25392.0h,851.0d
          CM_IN_5035,Accept Additional Drop Ship Instrumentation - J01,39.0d,0.0h,0.0h,12-02-20,01-29-21,0%,"$7,564 ",,,7564.0h,832.0d
          CM_IN_5030,Vendor Fabrication & Delivery Additional Drop Ship - J01,39.0d,0.0h,0.0h,12-02-20,01-29-21,0%,$0 ,,,0.0h,346.0d
          CM_IN_1900,Prepare Req: Instrumentation for F01,10.0d,0.0h,0.0h,12-23-20,01-08-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2030,Deliver Instrumentation  JLAB 1.02 (MKS Instruments 673726),44.0d,0.0h,0.0h,01-04-21,03-08-21,0%,$0 ,,,0.0h,314.0d
          CM_IN_6425,RCV - RF Cables (672015) Instrumentation,21.0d,0.0h,0.0h,01-05-21,02-03-21,0%,$0 ,,,0.0h,423.0d
          CM_IN_6435,Inspect - RF Cables (672015) Instrumentation,21.0d,0.0h,0.0h,01-05-21,02-03-21,0%,$0 ,,,0.0h,423.0d
          CM_IN_6445,Accept - RF Cables (672015) Instrumentation,21.0d,0.0h,0.0h,01-05-21,02-03-21,0%,"$6,048 ",,,6048.0h,829.0d
          CM_IN_1910,Req: Instrumentation,1.0d,0.0h,0.0h,01-11-21,01-11-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_1920,Instrumentation Requisition Approval Cycle,10.0d,0.0h,0.0h,01-12-21,01-26-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_1930,Procurement Effort: Instrumentation,10.0d,0.0h,0.0h,01-27-21,02-09-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2029,Deliver Instrumentation  JLAB 1.02 (Huber+Suhner 672550),43.0d,0.0h,0.0h,02-01-21,04-01-21,0%,$0 ,,,0.0h,296.0d
          CM_IN_1940,Award: Instrumentation for F01,1.0d,0.0h,0.0h,02-10-21,02-10-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2020,Deliver Instrumentation - F01,20.0d,0.0h,0.0h,02-11-21,03-11-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2021,RCV Instrumentation - F01,25.0d,0.0h,0.0h,02-11-21,03-18-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2032,Accept Instrumentation JLAB (MKS Instruments 673726),1.0d,0.0h,0.0h,03-10-21,03-10-21,0%,"$4,996 ",,,4996.0h,314.0d
          CM_IN_2023,Accept Instrumentation - F01,1.0d,0.0h,0.0h,03-19-21,03-19-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2022,Inspect Instrumentation - F01,30.0d,60.0h,60.0h,03-22-21,04-30-21,0%,$0 ,,,0.0h,362.0d
          CM_IN_2031,Accept Instrumentation JLAB (Huber+Suhner 672550),1.0d,0.0h,0.0h,04-02-21,04-02-21,0%,"$2,843 ",,,2843.0h,788.0d
        L2HE - BL - 2021-10.1.02.05.09.08  JT and Cooldown Valves,,102.0d,23.0h,23.0h,11-02-20,04-01-21,,"$12,288 ",,,12287.7h,789.0d
          CM_JTV_4025,Milestone Payment JT and Cooldown Valves 1.02,1.0d,0.0h,0.0h,11-02-20,11-02-20,0%,"$2,438 ",,,2438.0h,890.0d
          CM_JT_1007_D,Accept JT and Cooldown Valves- Lot #01J,35.0d,0.0h,0.0h,02-01-21,03-22-21,0%,"$9,850 ",,,9849.7h,797.0d
          CM_JT_1004_D,RCV JT and Cooldown Valves- Lot #01F,25.0d,0.0h,0.0h,02-11-21,03-18-21,0%,$0 ,,,0.0h,405.0d
          CM_JT_1005_D,Inspect JT and Cooldown Valves- Lot #01F,30.0d,23.0h,23.0h,02-11-21,03-25-21,0%,$0 ,,,0.0h,405.0d
          CM_JT_1006_D,Accept JT and Cooldown Valves- Lot #01F,35.0d,0.0h,0.0h,02-11-21,04-01-21,0%,$0 ,,,0.0h,405.0d
        L2HE - BL - 2021-10.1.02.05.09.09  Fundamental Power Couplers/Waveguides,,88.0d,332.0h,332.0h,12-23-20,04-30-21,,"$225,971 ",,,225971.2h,390.0d
          CM_FPC_4500,Prepare Req: FPC Rework,10.0d,0.0h,0.0h,12-23-20,01-08-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_4505,Req: FPC Rework,1.0d,0.0h,0.0h,01-11-21,01-11-21,0%,"$71,400 ",,,71400.0h,285.0d
          CM_FPC_4510,FPC Rework Requisition Approval Cycle,10.0d,0.0h,0.0h,01-12-21,01-26-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_4520,Procurement Effort: FPC Rework,10.0d,0.0h,0.0h,01-27-21,02-09-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_4530,Award: Issue FPC Rework,1.0d,0.0h,0.0h,02-10-21,02-10-21,0%,"$77,286 ",,,77285.6h,285.0d
          CM_FPC_4540,Vendor Effort FPC Rework,40.0d,0.0h,0.0h,02-11-21,04-08-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_3739,Wait to RCV Waveguide - Lot #01F,11.0d,0.0h,0.0h,02-11-21,02-26-21,0%,$0 ,,,0.0h,423.0d
          CM_FPC_3740,RCV Waveguide - Lot #01F,1.0d,0.0h,0.0h,03-01-21,03-01-21,0%,$0 ,,,0.0h,423.0d
          CM_FPC_3940,Inspect Waveguides - Lot #01F,10.0d,128.0h,128.0h,03-02-21,03-15-21,0%,$0 ,,,0.0h,423.0d
          CM_FPC_4040,Accept Waveguides - Lot #01F,1.0d,0.0h,0.0h,03-16-21,03-16-21,0%,$0 ,,,0.0h,423.0d
          CM_FPC_3000,RCV Fundamental Power Couplers - Lot #01F,1.0d,0.0h,0.0h,04-09-21,04-09-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_3001,Inspect Fundamental Power Couplers - Lot #01F,10.0d,204.0h,204.0h,04-12-21,04-23-21,0%,$0 ,,,0.0h,285.0d
          CM_FPC_3002,Accept Fundamental Power Couplers - Lot #01F,5.0d,0.0h,0.0h,04-26-21,04-30-21,0%,"$77,286 ",,,77285.6h,324.0d
        L2HE - BL - 2021-10.1.02.05.09.10  Miscellaneous/Consumables,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.09.11  F01 Cryomodule Procurement,,1.0d,0.0h,0.0h,03-30-2020 A,03-31-2020 A,,$0 ,,,0.0h,
          CM_F01_1000,Procure F01 Cryomodule,1.0d,0.0h,0.0h,03-30-2020 A,03-31-2020 A,100%,$0 ,,,0.0h,
      L2HE - BL - 2021-10.1.02.05.10  1.3 GHz Cryomodule Installation Components - FNAL,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.10.01  Interconnect Parts,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.10.02  Cryomodule Stands,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.10.03  HOM Absorbers,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.10.05  Miscellaneous/Consumables,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
      L2HE - BL - 2021-10.1.02.05.11  1.3 GHz Cryomodule Cavity Prep/Test - FNAL,,30.0d,1753.0h,1753.0h,09-13-21,10-22-21,,"$16,993 ",,,16992.8h,201.0d
        CM_CPT_2005,Test Cavities FNAL 01 (M&S),30.0d,0.0h,0.0h,09-13-21,10-22-21,0%,"$16,993 ",,,16992.8h,201.0d
        CM_CPT_2000,Test Cavities FNAL 01 (L),30.0d,1753.0h,1753.0h,09-13-21,10-22-21,0%,$0 ,,,0.0h,201.0d
      L2HE - BL - 2021-10.1.02.05.12  1.3 GHz Cryomodule Cavity String Assembly - FNAL,,20.0d,1159.0h,1159.0h,10-25-21,11-19-21,,$786 ,,,785.6h,195.0d
        L2HE - BL - 2021-10.1.02.05.12.01  Cavity String Assembly - #F1.3-1,,20.0d,1159.0h,1159.0h,10-25-21,11-19-21,,$786 ,,,785.6h,202.0d
          CM_CSA_2200,WS0 Cold End Coupler Assembly for #F1.3-1,5.0d,0.0h,0.0h,10-25-21,10-29-21,0%,$0 ,,,0.0h,202.0d
          CM_CSA_2000,Cavity String Assembly for #F1.3-1 (L),20.0d,1159.0h,1159.0h,10-25-21,11-19-21,0%,$0 ,,,0.0h,202.0d
          CM_CSA_2001,Cavity String Assembly for #F1.3-1 (M&S),20.0d,0.0h,0.0h,10-25-21,11-19-21,0%,$786 ,,,785.6h,202.0d
          CM_CSA_2210,WS1 Cavity String Assembly for #F1.3-1,15.0d,0.0h,0.0h,11-01-21,11-19-21,0%,$0 ,,,0.0h,202.0d
        L2HE - BL - 2021-10.1.02.05.12.02  Cavity String Assembly - #F1.3-2,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
      L2HE - BL - 2021-10.1.02.05.13  1.3 GHz Cryomodule Assembly - FNAL,,292.0d,5136.0h,5136.0h,12-23-20,03-11-22,,"$4,468 ",,,4468.4h,578.0d
        L2HE - BL - 2021-10.1.02.05.13.01  Cryomodule Assembly - #F1.3-1,,303.0d,5136.0h,5136.0h,12-23-20,03-11-22,,"$4,468 ",,,4468.4h,593.0d
          CM_ASSY_1910,WS5 Disassembly 1.3 - #01,17.0d,0.0h,0.0h,12-23-20,01-20-21,0%,$0 ,,,0.0h,237.0d
          CM_ASSY_1900,Disassembly 1.3 - #01 (L),25.0d,421.0h,421.0h,01-06-21,02-10-21,0%,$0 ,,,0.0h,237.0d
          CM_ASSY_1920,WS4 Disassembly 1.3 - #01,5.0d,0.0h,0.0h,01-21-21,01-27-21,0%,$0 ,,,0.0h,237.0d
          CM_ASSY_1930,WS3 Disassembly 1.3 - #01,10.0d,0.0h,0.0h,01-28-21,02-10-21,0%,$0 ,,,0.0h,237.0d
          CM_ASSY_2205,Assemble Cryomodule #F1.3-1 (M&S),73.0d,0.0h,0.0h,11-22-21,03-11-22,0%,"$4,468 ",,,4468.4h,593.0d
          CM_ASSY_2400,WS2 Cold Mass Assembly Part 1 for #F1.3-1,18.0d,0.0h,0.0h,11-22-21,12-17-21,0%,$0 ,,,0.0h,202.0d
          CM_ASSY_2200,Assemble Cryomodule #F1.3-1 (L),73.0d,4715.0h,4715.0h,11-22-21,03-11-22,0%,$0 ,,,0.0h,593.0d
          CM_ASSY_2410,WS3 Cold Mass Assembly Part 2 for #F1.3-1,22.0d,0.0h,0.0h,12-20-21,01-24-22,0%,$0 ,,,0.0h,202.0d
          CM_ASSY_2420,WS4 Vacuum Vessel Assembly for #F1.3-1,6.0d,0.0h,0.0h,01-25-22,02-01-22,0%,$0 ,,,0.0h,202.0d
          CM_ASSY_2430,WS5 Final Assembly for #F1.3-1,17.0d,0.0h,0.0h,02-02-22,02-25-22,0%,$0 ,,,0.0h,202.0d
          CM_ASSM_01,COMP: Cryomodule #F1.3-1 Assembled,0.0d,0.0h,0.0h,,02-25-22,0%,$0 ,,,0.0h,202.0d
          CM_ASSY_2440,WS6 Prep for Transport to CMTF for #F1.3-1,2.0d,0.0h,0.0h,02-28-22,03-01-22,0%,$0 ,,,0.0h,202.0d
        L2HE - BL - 2021-10.1.02.05.13.02  Cryomodule Assembly - #F1.3-2,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
      L2HE - BL - 2021-10.1.02.05.14  1.3 GHz Cryomodule Test - FNAL,,40.0d,1114.0h,1114.0h,03-02-22,04-26-22,,"$7,566 ",,,7566.3h,195.0d
        L2HE - BL - 2021-10.1.02.05.14.01  Cryomodule Test - #F1.3-1,,40.0d,1114.0h,1114.0h,03-02-22,04-26-22,,"$7,566 ",,,7566.3h,202.0d
          CM_TEST_2000,Test Cryomodule #F1.3-1 (Labor),40.0d,1114.0h,1114.0h,03-02-22,04-26-22,0%,$0 ,,,0.0h,202.0d
          CM_TEST_2001,Test Cryomodule #F1.3-1 (M&S),40.0d,0.0h,0.0h,03-02-22,04-26-22,0%,"$7,566 ",,,7566.3h,202.0d
        L2HE - BL - 2021-10.1.02.05.14.02  Cryomodule Test - #F1.3-2,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.14.07  Cryomodule Test - #F1.3-7,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.14.08  Cryomodule Test - #F1.3-8,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.14.09  Cryomodule Test - #F1.3-9,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.14.10  Cryomodule Test - #F1.3-10,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
      L2HE - BL - 2021-10.1.02.05.15  Cryomodule Infrastructure - FNAL,,351.0d,1151.3h,1151.3h,04-01-2020 A,09-23-21,,"$1,015,907 ",,,1015907.5h,257.0d
        ACT_NL_1020515,1020515 Non Labor Actuals,147.0d,0.0h,0.0h,06-01-2020 A,06-30-2020 A,100%,"$36,778 ",,,36778.5h,
        L2HE - BL - 2021-10.1.02.05.15.01  Infrastructure Design,,0.0d,0.0h,0.0h,,,,$0 ,,,0.0h,0.0d
        L2HE - BL - 2021-10.1.02.05.15.02  Infrastructure Procurements,,357.0d,108.3h,108.3h,04-01-2020 A,09-23-21,,"$949,129 ",,,949129.0h,223.0d
          CM_INF_1000,REPLAN - Prepare Req: MP9 Cleanroom upgrades (L),13.0d,0.0h,0.0h,04-01-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1001,Req: MP9 Cleanroom upgrades (M&S),13.0d,0.0h,0.0h,04-01-2020 A,06-30-2020 A,100%,"$38,000 ",,,38000.0h,
          CM_INF_1070,REPLAN - Prepare Req: vCM Beamline Pump & Equipment (L),34.0d,0.0h,0.0h,04-22-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1141,Req: Beamline Under Vacuum Tooling (M&S),13.0d,0.0h,0.0h,04-24-2020 A,05-06-2020 A,100%,"$20,000 ",,,20000.0h,
          CM_INF_1170,Vendor Lead Time Beamline Under Vacuum Tooling,54.0d,0.0h,0.0h,04-24-2020 A,06-30-2020 A,100%,$0 ,,,0.0h,
          CM_INf_1140,Prepare Req: Beamline Under Vacuum Tooling (L),9.0d,0.0h,0.0h,04-24-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1160,Award: Beamline Under Vacuum Tooling,19.0d,0.0h,0.0h,04-24-2020 A,05-06-2020 A,100%,"$20,000 ",,,20000.0h,
          CM_INF_1190,REPLAN - Inspect Beamline Under Vacuum Tooling,20.0d,0.0h,0.0h,05-01-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1120,REPLAN - Inspect vCM Beamline Pump & Equipment,55.0d,0.0h,0.0h,05-01-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1050,REPLAN - Inspect MP9 Cleanroom upgrades,54.0d,0.0h,0.0h,05-01-2020 A,05-29-2020 A,100%,$0 ,,,0.0h,
          CM_INF_1071,Req: vCM Beamline Pump & Equipment (M&S),34.0d,0.0h,0.0h,07-01-20,08-18-20,0%,"$10,000 ",,,10000.0h,121.0d
          CM_INF_1180,RCV Beamline Under Vacuum Tooling,14.0d,0.0h,0.0h,07-01-20,07-21-20,0%,$0 ,,,0.0h,133.0d
          CM_INF_1190_R2,Inspect Beamline Under Vacuum Tooling,33.0d,4.0h,4.0h,07-01-20,08-17-20,0%,$0 ,,,0.0h,133.0d
          CM_INF_1110,RCV vCM Beamline Pump & Equipment,53.0d,0.0h,0.0h,07-01-20,09-15-20,0%,$0 ,,,0.0h,142.0d
          CM_INF_1120_R2,Inspect vCM Beamline Pump & Equipment,53.0d,4.0h,4.0h,07-01-20,09-15-20,0%,$0 ,,,0.0h,142.0d
          CM_INF_1130,Accept vCM Beamline Pump & Equipment,67.0d,0.0h,0.0h,07-01-20,10-05-20,0%,"$10,000 ",,,10000.0h,142.0d
          CM_INF_1100,Vendor Lead Time  vCM Beamline Pump & Equipment,53.0d,0.0h,0.0h,07-01-20,09-15-20,0%,$0 ,,,0.0h,142.0d
          CM_INF_1070_R2,Prepare Req vCM Beamline Pump & Equipment (L),33.0d,3.8h,3.8h,07-01-20,08-17-20,0%,$0 ,,,0.0h,121.0d
          CM_INF_1090,Award: vCM Beamline Pump & Equipment,34.0d,0.0h,0.0h,07-01-20,08-18-20,0%,"$10,000 ",,,10000.0h,121.0d
          CM_INF_1000_R2,Prepare Req MP9 Cleanroom upgrades (L),7.0d,12.5h,12.5h,07-01-20,07-10-20,0%,$0 ,,,0.0h,121.0d
          CM_INF_1030,Vendor Lead Time MP9 Cleanroom upgrades,45.0d,0.0h,0.0h,07-13-20,09-14-20,0%,$0 ,,,0.0h,140.0d
          CM_INF_1020,Award: MP9 Cleanroom upgrades,14.0d,0.0h,0.0h,07-13-20,07-30-20,0%,"$38,000 ",,,38000.0h,126.0d
          CM_INF_1040,RCV MP9 Cleanroom upgrades,34.0d,0.0h,0.0h,07-31-20,09-17-20,0%,$0 ,,,0.0h,126.0d
          CM_INF_1050_R2,Inspect MP9 Cleanroom upgrades,34.0d,4.0h,4.0h,07-31-20,09-17-20,0%,$0 ,,,0.0h,126.0d
          CM_INF_1060,Accept MP9 Cleanroom upgrades,20.0d,0.0h,0.0h,07-31-20,08-27-20,0%,"$38,000 ",,,38000.0h,136.0d
          CM_INF_1200,Accept Beamline Under Vacuum Tooling,1.0d,0.0h,0.0h,08-18-20,08-18-20,0%,"$20,000 ",,,20000.0h,133.0d
          CM_INF_4999,Wait to Issue Req: Neg Pumps,96.0d,0.0h,0.0h,08-19-20,01-07-21,0%,$0 ,,,0.0h,121.0d
          CM_INF_5000,Req: Neg Pumps,12.0d,0.0h,0.0h,01-08-21,01-26-21,0%,"$160,043 ",,,160043.0h,121.0d
          CM_INF_5080,Req: Manifold,12.0d,0.0h,0.0h,01-08-21,01-26-21,0%,"$16,000 ",,,16000.0h,121.0d
          CM_INF_5140,Req: Valves,12.0d,0.0h,0.0h,01-08-21,01-26-21,0%,"$72,000 ",,,72000.0h,121.0d
          CM_INF_5005,Procurement Effort Neg Pumps BCR,33.0d,80.0h,80.0h,01-08-21,02-25-21,0%,$0 ,,,0.0h,125.0d
          CM_INF_5010,Award: Neg Pumps,21.0d,0.0h,0.0h,01-27-21,02-25-21,0%,"$160,043 ",,,160043.0h,125.0d
          CM_INF_5100,Vendor Lead Time: Manifold,59.0d,0.0h,0.0h,01-27-21,04-20-21,0%,$0 ,,,0.0h,201.0d
          CM_INF_5090,Award: Manifold,21.0d,0.0h,0.0h,01-27-21,02-25-21,0%,"$16,000 ",,,16000.0h,201.0d
